RowIdx,Attribute1,Attribute2,Attribute3,Attribute4,OutputClass
1590,20.89,24.89,0,550,0
1591,20.7,24.5,0,474.75,0
1592,20.39,30.45,0,729.5,0
1593,20.89,25.7,0,579.8,0
1594,20.5,21.39,0,439,0
1595,24.29,23.29,688,863.5,1
1596,19.73,19.39,0,444,0
1597,19.5,27,24,416,0
1598,23.86,24.96,763.33,601.67,1
1599,22.34,27.39,0,623.5,0
1600,21.79,28.13,499,1123.5,1
1601,20.7,31.89,0,518,0
1602,21.1,26.93,0,562,0
1603,20.65,26.79,0,1257.5,0
1604,20,34.79,0,544.33,0
1605,20.7,25.1,0,495.33,0
1606,21,29.95,0,522.5,0
1607,20.5,18.95,0,437,0
1608,20.2,33.09,0,454,0
1609,19.79,35.4,0,531,0
1610,21.5,34.17,0,1475.75,0
1611,19.75,19.34,0,443.5,0
1612,21.7,31.13,50,661.5,0
1613,19.89,35.5,0,503.5,0
1614,19.39,31,0,440,0
1615,22.32,25.81,617,946.17,1
1616,20.89,24.2,0,446.5,0
1617,19.39,27.2,7,426.5,0
1618,21,24.8,0,576.33,0
1619,21.6,23.5,0,748.5,0
1620,20.1,33,0,554,0
1621,20.29,22.7,0,436.33,0
1622,20.5,32.79,0,677,0
1623,20.7,35.4,0,1082,0
1624,22.6,28.79,233,631,0
1625,20.5,30.1,0,713,0
1626,21,32.47,454,1289.25,1
1627,20.79,24.96,0,529.33,0
1628,19.79,35.7,0,534,0
1629,20.7,22.5,0,459,0
1630,20.29,21.29,0,447,0
1631,21.45,27.55,459,975,1
1632,21.55,26.25,0,503,0
1633,20.89,20.13,442.33,677.33,1
1634,19.89,35.5,0,509,0
1635,20.89,25.2,0,558.25,0
1636,20,34.09,0,504.33,0
1637,19.39,26.7,0,465,0
1638,23,28.1,429,1086.25,1
1639,20.5,32.79,0,668,0
1640,20.05,35.74,0,537,0
1641,20,33.5,0,502,0
1642,20.05,18.84,0,442.5,0
1643,20,31.79,0,590,0
1644,21.29,34.2,0,1468,0
1645,20.39,24.5,0,811,0
1646,23.26,24.29,767,603.67,1
1647,19.89,35.4,0,530,0
1648,19.39,27.5,0,436.5,0
1649,19.5,27.79,0,452,0
1650,22.65,26.55,521,1051,1
1651,20,33.56,0,513,0
1652,20.39,27.84,0,869,0
1653,20.6,24.6,0,570,0
1654,20.05,35.87,32.25,505.5,0
1655,20.29,28.84,0,775,0
1656,20.82,26.82,13.33,1448.67,0
1657,21.89,36.42,457.75,1581,1
1658,21.2,27.59,0,567.33,0
1659,19.63,26.82,31,413,0
1660,19.29,31.55,0,434,0
1661,21,25.89,0,574,0
1662,21.13,31.89,24,670.75,0
1663,20.89,28.2,0,1427,0
1664,19.39,31,0,435,0
1665,20.79,31.29,0,1662.67,0
1666,22.6,25.06,429.2,832.4,1
1667,19.5,27.6,0,448,0
1668,20.5,30.39,0,748.5,0
1669,20.2,31.29,0,513,0
1670,19.89,27.1,0,438.5,0
1671,21.2,32.7,419,574.33,1
1672,20.29,32.9,0,468,0
1673,20.7,24.79,0,484.8,0
1674,19.29,31.5,0,435.5,0
1675,19.6,38.29,0,506,0
1676,20.6,25,0,552,0
1677,20.1,35.9,22,511,0
1678,21.36,21.17,474,845.6,1
1679,20.63,22.22,0,448.5,0
1680,21.25,25.65,0,474.5,0
1681,21.7,20.39,469,795.67,1
1682,20.79,30.6,0,486,0
1683,20.2,23.1,0,438,0
1684,19.5,27.39,0,450.33,0
1685,20.7,35.59,0,1101.5,0
1686,20.39,32,0,696,0
1687,21,26.66,0,566,0
1688,20.95,33.4,0,1557.5,0
1689,23.29,28.89,479,1159.33,1
1690,19.79,35.4,0,512,0
1691,19.89,35.2,0,502.5,0
1692,21.6,33.8,471.5,1378.5,1
1693,23.21,25.68,168.5,946.33,0
1694,20.5,31.26,442.33,974.33,1
1695,22.63,28.52,300.25,631.5,0
1696,23.7,26.6,475.25,832,1
1697,21.1,23.39,0,519.75,0
1698,20.39,22.46,0,435.4,0
1699,21.7,20.34,528.5,798.5,1
1700,20.7,22.29,0,452,0
1701,23.86,25.47,229.5,547.5,0
1702,21,25.7,0,570,0
1703,20.89,30.89,412,850.25,1
1704,20.15,23.5,0,441,0
1705,23.6,25.47,785,706.67,1
1706,20.29,21.29,0,447,0
1707,19.7,36.5,0,504.5,0
1708,21.29,25.29,0,458,0
1709,20.89,23.05,0,495,0
1710,20.86,25.57,0,578.25,0
1711,20.79,26.29,0,1536.5,0
1712,20.39,25.6,0,795.5,0
1713,20.2,20.96,0,445.67,0
1714,20.1,35.74,40.5,506,0
1715,20.79,26.39,0,1369,0
1716,20.89,29.5,0,1213.5,0
1717,21.5,28.29,454,1059.5,1
1718,23.29,28.68,467.75,1121.25,1
1719,20.29,32.9,0,458,0
1720,20.6,31.63,0,517.67,0
1721,19.89,36.09,24,513.5,0
1722,19.7,19.5,31,457.5,0
1723,23.1,25.5,694.83,985,1
1724,20.5,30.39,0,741,0
1725,22.5,27,624.8,1036.25,1
1726,20.87,24.98,0,543.8,0
1727,21.36,27.36,454,976.5,1
1728,21.29,21.29,457,835,1
1729,22.72,31,433,1348.8,1
1730,20.55,21,0,454.5,0
1731,22.5,26.73,452.33,1064,1
1732,20.07,35.76,22,517,0
1733,19.39,27.57,0,441,0
1734,23,28.29,509,555,1
1735,20.7,22.29,0,452,0
1736,19.65,28.65,0,438.5,0
1737,20.82,35.42,136,510.25,0
1738,20.39,25,0,801,0
1739,19.89,35.66,0,528.67,0
1740,20.05,18.89,0,443.5,0
1741,19.2,27.7,0,440.33,0
1742,20.05,18.89,0,444,0
1743,21.02,27.2,424,999.5,1
1744,20.5,22.25,0,820,0
1745,20,30.29,0,708,0
1746,20.1,32.7,0,553.67,0
1747,20.79,24.74,427.4,643.6,1
1748,23.18,26,655,993.4,1
1749,20.89,24.55,0,570.5,0
1750,20,30.57,0,725.67,0
1751,19.75,19.39,0,447,0
1752,20.79,26.18,0,1519,0
1753,19.6,38.29,0,500,0
1754,20.39,31.79,0,706.5,0
1755,20.2,18.5,0,436.5,0
1756,21.5,28.18,0,849.25,0
1757,20.76,22.79,0,458.33,0
1758,20.55,25.1,0,544,0
1759,21.05,26.29,0,627,0
1760,22.5,25.2,570.33,1125.33,1
1761,19.79,35.5,0,513.5,0
1762,23.02,26.16,650,1004.4,1
1763,21,29.23,0,500,0
1764,21.79,33.95,444,1178,1
1765,20.39,21.29,0,443.67,0
1766,20.65,30.34,0,775.5,0
1767,20.1,35.86,31,508.33,0
1768,22.1,34.55,449,1340.25,1
1769,21.5,19.47,508.5,667,1
1770,21,26.1,0,612,0
1771,22.1,34.55,429,1495,1
1772,20.79,19.52,419,564,1
1773,19.76,36.47,0,505.67,0
1774,20.5,23.79,0,587,0
1775,20,30.29,0,713,0
1776,20.86,25.36,0,567.33,0
1777,20.39,19.29,0,433.5,0
1778,20.55,30.29,0,762,0
1779,20.95,24,0,447,0
1780,20.34,30.25,0,722,0
1781,21,29.5,0,517,0
1782,21,23.25,0,517.8,0
1783,24.2,23.82,182.5,688.75,0
1784,20,33.4,0,503,0
1785,21.2,25.29,0,466.5,0
1786,20.97,33.95,0,1523.5,0
1787,21.5,28.1,457.75,946.75,1
1788,20.39,32.09,0,691,0
1789,22.17,34.66,433,1739.67,1
1790,20.39,26.39,0,868,0
1791,21.2,30.2,0,831.5,0
1792,20.29,22.89,0,438.5,0
1793,21.79,31.13,444,615,1
1794,20.6,19.29,0,516,0
1795,20.79,26.65,0,1481,0
1796,20,35.7,7,515,0
1797,21.1,33.13,458,1379.33,1
1798,19.84,35.45,0,519,0
1799,19.5,26.7,0,461,0
1800,20.13,31.89,0,508.33,0
1801,20.45,34.95,29.25,504.75,0
1802,21.7,21.53,447,871.67,1
1803,21.57,33.79,479,1385.25,1
1804,19.79,19.29,0,446,0
1805,21.46,27.33,453,996.2,1
1806,22.5,29.65,474.5,593.5,1
1807,20,35.4,0,540,0
1808,21.84,23.75,0,813.67,0
1809,19.79,35.45,0,529,0
1810,22.2,27,444,1127.5,1
1811,20.39,27,0,864,0
1812,19.7,19.39,0,444,0
1813,20.7,30.2,0,768,0
1814,22.1,38.69,447,1995,1
1815,20.6,22.6,0,643,0
1816,21.92,37.27,444,1762,1
1817,20.79,20.05,0,460,0
1818,19.6,38.45,0,504,0
1819,19.95,36.5,6,501.5,0
1820,21.39,33.9,489,1340,1
1821,19.5,27.7,0,448,0
1822,20.29,28.5,0,810,0
1823,22.89,17.63,341,457,0
1824,21,23.29,0,509.75,0
1825,19.79,19.29,0,436,0
1826,21,26.2,0,616,0
1827,19.82,26.53,38.33,420.67,0
1828,20.6,27,0,502.33,0
1829,19.5,39.5,0,502,0
1830,20.1,33,0,446.33,0
1831,19.25,31.15,14,436.75,0
1832,22.7,31.39,441.4,1392.6,1
1833,21.34,19.77,51.75,676.25,0
1834,20.2,19,0,450,0
1835,23.82,25.23,749.33,598,1
1836,20.39,24.6,0,806,0
1837,21.7,33.03,454,1214.67,1
1838,21.2,25.39,0,470,0
1839,22,30.25,419,983,1
1840,20.7,22.5,0,454.5,0
1841,20.66,24.31,0,459.6,0
1842,22.39,17.32,124,439.67,0
1843,21.25,25.25,0,464,0
1844,21.5,28.34,461.5,884.5,1
1845,21.5,32.67,444,1134.25,1
1846,20.17,35.7,37,504,0
1847,20.5,22.36,0,441.5,0
1848,19.39,26.79,0,460,0
1849,23.72,24.29,111.5,610.5,0
1850,20.39,30.29,0,732,0
1851,20.75,30.89,405,831.75,1
1852,20.7,22.46,0,460.6,0
1853,23.22,25.92,653.75,996.5,1
1854,22.39,30.05,0,1172.5,0
1855,20.1,32.9,0,554,0
1856,20,35.7,0,541,0
1857,20.5,23.98,412.2,525.2,1
1858,20.84,30.75,0,1157,0
1859,21.39,31.95,440,1040.25,1
1860,20.5,23.1,0,844,0
1861,19.39,27.39,0,442,0
1862,20.6,35.2,59.5,497.5,0
1863,20.29,31.29,0,510.5,0
1864,20,18.75,0,437,0
1865,20.39,22.45,0,431.5,0
1866,20.45,18.79,0,434,0
1867,19.79,36.2,0,505.5,0
1868,19.29,26.39,0,459.5,0
1869,20.7,30.39,0,751,0
1870,20,34,0,508,0
1871,20.86,24.92,0,547.75,0
1872,20,30.39,0,715,0
1873,24.2,25.89,787,1153.25,1
1874,20.89,24.93,0,552.4,0
1875,22.29,28.39,515,1020,1
1876,19.95,30.39,0,715,0
1877,19.89,35.4,0,544,0
1878,19.29,31.2,0,434,0
1879,20.39,22.7,0,430,0
1880,19.39,26.89,0,459.67,0
1881,19.72,30,241,428.25,0
1882,20.39,24.6,0,802.5,0
1883,20.45,25.45,0,798,0
1884,19.29,27.6,0,426.33,0
1885,21.96,27.93,419,625.67,1
1886,21.2,25.1,0,443,0
1887,22.1,34.4,447,1512.5,1
1888,20.15,35.79,37,511,0
1889,22.1,38.97,433,2008.25,1
1890,20.89,34.7,68.5,508.75,0
1891,21.6,28.25,454,992.75,1
1892,22,30.2,419,982.5,1
1893,20.6,24.9,0,573,0
1894,20.5,19.89,0,438,0
1895,20.68,25.55,393,882.33,1
1896,22.7,31.29,433,1392.5,1
1897,20.29,32.9,0,463.33,0
1898,21.7,33.09,37,1165.5,0
1899,21.13,33.03,464,1369.67,1
1900,20.89,24.35,0,579,0
1901,21.77,20.55,479,817.5,1
1902,22.77,26.93,438,993.2,1
1903,21,25.29,0,574,0
1904,20,34.2,0,507,0
1905,22.2,27.29,0,598,0
1906,21.6,26.55,0,515.5,0
1907,20,18.7,0,443.5,0
1908,20.6,30.2,0,761.5,0
1909,19.29,31.7,0,429.5,0
1910,21.1,21.1,460,779.33,1
1911,24,22.5,301,801,0
1912,21.2,27.1,0,560,0
1913,20,26.1,0,436,0
1914,20.29,30.29,0,719,0
1915,20.5,21.2,0,456,0
1916,22.34,26.14,438,1068,1
1917,21.97,30.42,433,807,1
1918,21.76,20.53,490.67,818.33,1
1919,19.39,31,0,437,0
1920,21.1,31.89,31,670,0
1921,20.5,23.65,0,583,0
1922,22.2,17.7,105,441.25,0
1923,21.6,32.7,438,1207,1
1924,21.41,27.27,453,985.4,1
1925,22,30.47,94,668,0
1926,20.79,29.3,0,488,0
1927,20.39,24.29,14,823.5,0
1928,20.25,30.65,0,714.5,0
1929,21.1,25.39,0,450.67,0
1930,20.39,24.79,0,813.5,0
1931,20.89,23.5,0,449,0
1932,19.2,31.39,0,436,0
1933,20.39,27.53,0,853.5,0
1934,22.72,26.75,558,1125.25,1
1935,19.5,26.5,0,473,0
1936,20,25.65,0,442,0
1937,19.89,35.29,0,533.5,0
1938,23.2,23.15,684.5,846,1
1939,22.39,27.5,0,632,0
1940,20.89,25.08,0,556.8,0
1941,20.84,27,14,1438,0
1942,24,22.7,287,756.33,0
1943,19.5,26.15,0,468,0
1944,20.89,19.79,0,595.5,0
1945,20.15,33.09,0,446.5,0
1946,19.5,27.6,0,453.5,0
1947,21.76,20.26,489,800.67,1
1948,21.42,31.47,33.5,657.5,0
1949,21.2,25.2,0,444,0
1950,20.89,19.79,433,616.67,1
1951,21,27.1,419,990.5,1
1952,19.5,27.2,0,455,0
1953,21.79,18.29,52,442,0
1954,20.43,33.03,0,549,0
1955,20.5,32.7,0,679.33,0
1956,20.79,26.39,0,1597,0
1957,22.5,27.29,479.67,1072,1
1958,21.5,33.29,471,1255.33,1
1959,21.29,32.7,419,574.67,1
1960,22.1,24.83,545,1055,1
1961,19.75,19.29,0,441,0
1962,22.89,26.39,668,1015.5,1
1963,19.89,19,0,438.5,0
1964,20.7,30.39,0,752,0
1965,20.34,27.05,0,864.5,0
1966,21.6,31.84,444,626,1
1967,21.75,27,0,528.5,0
1968,20.2,30.6,30,614,0
1969,19.89,27.29,0,438,0
1970,19.22,30.52,26.5,427,0
1971,19.84,35.4,0,527.5,0
1972,19.5,27.6,0,445.67,0
1973,21.43,25.73,0,484.67,0
1974,20,30.2,0,724,0
1975,20.5,32.5,14,668,0
1976,20.7,19.47,0,531.4,0
1977,19.65,38.34,0,500.5,0
1978,21.2,30.2,0,516,0
1979,20.29,22.65,0,431,0
1980,21.6,26.39,0,507,0
1981,20.2,21.2,0,449,0
1982,20,31.39,0,592,0
1983,20.5,23.95,0,577,0
1984,20,35.66,9.33,514.33,0
1985,20.7,24.65,0,482.75,0
1986,21.89,29.2,0,1030.8,0
1987,24.13,22.7,264,724.25,0
1988,21.18,25.2,454.67,754.33,1
1989,20.29,29,0,749,0
1990,21.18,20.2,0,664.75,0
1991,21.2,32.9,13,1128.25,0
1992,23.07,28.1,534,558.75,1
1993,20.29,33,0,456.5,0
1994,19.89,36,33.5,515,0
1995,19.29,26.89,0,470.5,0
1996,20.39,25.7,0,781,0
1997,20.1,24.6,0,445,0
1998,20.39,32.4,0,678,0
1999,20.89,24.95,432.75,725,1
2000,19.39,27.5,0,441,0
2001,19.29,31.6,0,437.33,0
2002,22.86,17.6,334,455.67,0
2003,20.89,25,0,558,0
2004,20.27,29.18,0,730,0
2005,21.63,32.73,454,1303.33,1
2006,20.29,33,0,445,0
2007,20.1,32.56,0,554.67,0
2008,21.72,28.82,459,917,1
2009,20.5,22.35,14,819,0
2010,21.2,23.79,0,577.33,0
2011,22.2,26.05,444,782,1
2012,22.1,21.46,479,896,1
2013,21.89,30.2,436.33,768,1
2014,19.1,31.5,0,435,0
2015,20.5,34,0,754,0
2016,21.89,28.2,0,612.67,0
2017,22.71,31.2,441,1368.33,1
2018,21.1,19.55,24,437,0
2019,20.5,35.33,52,498,0
2020,20.79,26.75,0,1262,0
2021,20.65,35.79,179.25,516,0
2022,20.89,24.87,0,575.25,0
2023,20.03,25.36,0,442,0
2024,20.89,24.7,0,586,0
2025,20.89,23.5,0,452,0
2026,19.47,27,24,423.25,0
2027,22.39,25.7,624.75,944.5,1
2028,21.62,32.77,433.5,1342.75,1
2029,19.89,36,0,533,0
2030,22.1,17.97,351,457.5,0
2031,21.89,28.1,0,616,0
2032,21.75,30.89,74,648,0
2033,20.6,20.79,0,431.67,0
2034,20.6,26.1,0,552,0
2035,20.6,30.2,0,746,0
2036,20.89,24.2,0,579.33,0
2037,20.7,24.6,0,475.67,0
2038,22.92,23.5,641,898.5,1
2039,22.1,27.2,0,572.5,0
2040,20.29,30.15,0,731,0
2041,21.2,23.1,441.5,776,1
2042,21.52,28.17,459,888.5,1
2043,21.95,37.05,444,1695,1
2044,22.1,34.5,459,1344,1
2045,21.6,27.97,464,908.75,1
2046,21.79,21.55,460,925,1
2047,20.86,26.86,17,1476.25,0
2048,23.33,26.96,538,993.6,1
2049,21.39,33.95,482.75,1355.5,1
2050,23.2,25.29,76,587,0
2051,22.07,21.22,489,864.75,1
2052,21.7,32.93,454,1235.67,1
2053,21.73,37.13,0,1629,0
2054,21.5,19.5,500.67,668.67,1
2055,22.43,26.98,629.67,1035.17,1
2056,20.39,21.6,0,434,0
2057,21.45,32.65,444,1092.5,1
2058,20.34,30.2,0,729.5,0
2059,21.2,27.47,0,750.5,0
2060,20.34,30.5,0,740.75,0
2061,21.5,31.5,48,662,0
2062,19.89,26.29,0,438,0
2063,20.39,31.2,0,509,0
2064,20.29,33.09,0,452.5,0
2065,19.32,31.29,0,441.67,0
2066,20.45,23.82,0,469.83,0
2067,19.2,31.5,0,435,0
2068,19.6,29.6,0,443,0
2069,20.79,26.2,0,1498,0
2070,21.89,28.33,518.2,1190.4,1
2071,21.2,33.17,496.5,1390.25,1
2072,20.79,29.7,101.33,613,0
2073,23.1,28.92,444,1166.6,1
2074,22,34.59,454,1320,1
2075,19.29,26.84,0,472,0
2076,20.29,32.95,0,475,0
2077,23.6,26.1,636.33,547.67,1
2078,20.39,27.7,0,851.5,0
2079,21.7,28.82,392,640.5,0
2080,21.18,21.07,460,805.25,1
2081,21.1,29.89,0,524,0
2082,19.2,31.5,0,434,0
2083,19.39,31,0,434,0
2084,20.2,22.79,0,439,0
2085,20.79,24.79,440,688.5,1
2086,20.17,30.6,0,717,0
2087,21.67,28.57,454,893,1
2088,20.89,24.75,0,583.5,0
2089,21,29.5,0,583,0
2090,19.93,35.7,0,542,0
2091,20.82,18.82,205,458.5,0
2092,20.39,24.29,0,822,0
2093,19.39,26.1,0,465.5,0
2094,20.25,18.6,0,439.5,0
2095,20.29,18.55,0,439,0
2096,19.39,27.2,14,422,0
2097,21.68,29.77,438,892,1
2098,21.26,26.57,454,890.33,1
2099,19.7,19.39,0,448,0
2100,21.92,30.2,433,980,1
2101,20.89,22.7,0,471,0
2102,20.73,22.39,0,461,0
2103,21.1,25.34,14,519,0
2104,19.89,35.4,0,533,0
2105,19.39,26.1,0,468,0
2106,21.79,28.89,0,989,0
2107,20.5,23.89,419,492.4,1
2108,21.7,19.12,559.5,632.25,1
2109,19.89,26.6,0,439,0
2110,20.89,19.79,0,575.5,0
2111,21.39,29.2,0,612,0
2112,20.6,32.4,14,681,0
2113,21.39,25.7,0,477.5,0
2114,20.1,32.29,0,569.5,0
2115,22.6,25.7,65,551,0
2116,20.82,24.95,0,528.25,0
2117,21.34,22.55,0,672,0
2118,19.89,35.5,0,526.67,0
2119,19.34,26.79,0,471,0
2120,19.5,27.65,0,454,0
2121,20.29,29.5,0,723,0
2122,20.39,32.9,0,523,0
2123,22.1,38.29,433,1901.75,1
2124,20.6,25.7,0,522,0
2125,20.89,25.6,0,577.25,0
2126,20.29,30.34,0,731,0
2127,21.2,31.34,433,961,1
2128,19.46,27.57,0,450,0
2129,20.29,32.9,0,455,0
2130,19.39,27.2,0,423,0
2131,20.29,33.09,0,445,0
2132,22.6,30.47,419,1251.5,1
2133,20.1,30.55,0,719.5,0
2134,20.5,30.39,0,754.5,0
2135,22.6,30.45,419,1241.33,1
2136,22.45,25.65,632.5,948,1
2137,19.67,19.36,0,449.33,0
2138,20.07,33.86,0,542.33,0
2139,22.7,26.1,440.25,919,1
2140,20.39,24.29,14,819,0
2141,20.53,22.2,0,445.67,0
2142,21.79,27.1,0,542,0
2143,23.1,16.89,274,445,0
2144,20.86,24.93,0,552.67,0
2145,21.32,28.07,454,919.75,1
2146,20.65,23.79,0,557,0
2147,22.39,26.42,438,1067.75,1
2148,21.7,28.2,454,865,1
2149,21.2,19.39,0,472,0
2150,22.39,26.75,449.5,1074.25,1
2151,20.79,26.55,0,1236,0
2152,19.6,29.7,0,437,0
2153,19.89,36.29,63,510.5,0
2154,21.2,27.57,0,749.75,0
2155,19.5,27.55,0,447,0
2156,22.17,34.5,453,1386.67,1
2157,21.7,20.13,481.25,757.5,1
2158,20.57,19.5,0,437.67,0
2159,19.57,39.09,0,507.67,0
2160,23.79,25.29,733.33,596,1
2161,20.89,32.7,0,1523,0
2162,21.95,29.92,433,965.25,1
2163,20.7,24.6,0,477.25,0
2164,21.96,30.39,433,804.25,1
2165,19.39,27.2,14,422.5,0
2166,20.29,33,0,470,0
2167,20,18.65,0,434.5,0
2168,20,35.2,0,533,0
2169,19.5,26.5,0,463,0
2170,22.36,17.75,353,452,0
2171,19.89,35.4,0,527,0
2172,20.6,24.8,0,576,0
2173,23.6,25.43,795.25,709.25,1
2174,20.92,35.48,433,679.25,1
2175,22.29,26.45,469,538,1
2176,19.23,31.17,9.33,433,0
2177,19.65,19.45,48,456,0
2178,22.22,25.32,620.75,587.25,1
2179,19.45,30.55,0,435,0
2180,20.63,34.79,201.25,498.75,0
2181,20.2,32.9,0,452,0
2182,20.7,29.7,139.67,621.33,0
2183,22.13,34.3,442.5,1518.75,1
2184,19.39,31.29,0,435,0
2185,21.29,27.7,0,568,0
2186,20.6,25.39,0,550,0
2187,20.29,33.2,0,460,0
2188,20.2,19.1,0,453,0
2189,19.79,19.29,0,439,0
2190,20.5,32.29,0,682,0
2191,20.29,31.2,0,717,0
2192,19.89,35.2,0,534,0
2193,20.6,22.2,0,451.6,0
2194,22.7,27.5,0,667,0
2195,22.7,26,439,918.25,1
2196,21.74,33.98,444,1170,1
2197,21,25.3,0,574,0
2198,21.1,25.1,0,440,0
2199,21.79,30.77,56,678.25,0
2200,19.6,29.39,0,438,0
2201,22.92,30.5,465.25,1328.75,1
2202,23.92,25.1,766.5,640.25,1
2203,20.7,25,0,480.2,0
2204,19.39,27.6,0,437,0
2205,20.96,35.68,433,712.63,1
2206,21.79,30.7,57.33,679.33,0
2207,20.46,22.35,0,433,0
2208,21.86,30.39,429,810.75,1
2209,22.2,34.27,429.5,1695,1
2210,22.52,28.02,513.5,1085,1
2211,20.67,30.26,0,770.67,0
2212,20.6,25.6,0,555,0
2213,21.5,34.09,489,1242,1
2214,23,27.13,419,686,1
2215,20.5,19.05,0,429.5,0
2216,21.39,29.1,0,720.5,0
2217,21.68,32.84,464,1164.5,1
2218,20.7,25.5,0,541,0
2219,21.5,32.09,429,606.75,1
2220,19.2,31.2,14,435.75,0
2221,24.07,22.68,281,753.25,0
2222,19.95,18.7,0,433.5,0
2223,24.2,22.7,261,724,0
2224,19.5,30.43,317.25,428.75,0
2225,21.79,28.89,158.25,645.5,0
2226,20.13,36.26,6,507,0
2227,20.29,32.95,0,468,0
2228,20.7,22.36,428.67,723,1
2229,19.39,26.79,0,471,0
2230,20,30.29,0,720.5,0
2231,19.39,27.5,0,437,0
2232,20.79,29.6,153,614,0
2233,23.84,25,742,601.5,1
2234,20.26,29.17,0,727.5,0
2235,19.39,27.2,0,465.5,0
2236,20.79,26.63,0,1466.67,0
2237,20,18.89,0,438,0
2238,19.95,36.55,7,508,0
2239,23.89,22.6,233,796,0
2240,20.29,32.9,0,471,0
2241,21.36,27.89,0,808,0
2242,22.15,26.6,444,1075.75,1
2243,20.6,24.45,0,568.5,0
2244,22.2,20.55,538,812,1
2245,21,25.05,0,568.5,0
2246,22.6,25.2,590.75,1149.25,1
2247,22.52,29.5,95.33,649.67,0
2248,21.39,24.29,429,742,1
2249,19.39,30.7,0,439,0
2250,20.79,27.1,0,1451,0
2251,21.05,20.05,0,644,0
2252,20.7,24.6,0,478.5,0
2253,19.45,26.34,0,470,0
2254,19.29,30.95,13,430,0
2255,19.95,25.89,0,443,0
2256,20.82,26.97,14,1461.25,0
2257,20.36,18.67,0,432.67,0
2258,22.29,26.1,441,1054.67,1
2259,21.7,34.2,0,1477,0
2260,19.39,27.39,0,454,0
2261,24.32,23.49,626.75,740.5,1
2262,22.1,30.34,447,592,1
2263,21.7,30.39,0,932,0
2264,21.75,20.5,479,822.33,1
2265,21.13,25.39,0,447.5,0
2266,20.7,29.39,0,495,0
2267,20.6,24,0,556,0
2268,20.7,27.1,0,1447.67,0
2269,22.22,28.37,474.5,1012,1
2270,21.92,29.2,234.5,639,0
2271,20.89,24.07,0,578,0
2272,20.1,30.29,0,713,0
2273,20.39,18.77,0,431,0
2274,20,18.7,0,434.5,0
2275,22.2,34.24,419,1603,1
2276,22.29,26.26,490.67,887.33,0
2277,23.14,29.46,469,1209,1
2278,22.6,25.2,439.8,860.6,1
2279,21,19.89,0,602,0
2280,19.39,27.1,0,466.5,0
2281,20.96,33.5,0,1525,0
2282,20.25,30.34,0,716.5,0
2283,20.39,22.25,0,433,0
2284,20.5,23.3,0,582.5,0
2285,20.73,31.79,0,518.25,0
2286,19.89,19,0,434,0
2287,20.52,22.27,0,442.75,0
2288,21.2,27.39,0,552.5,0
2289,19.89,18.75,0,438,0
2290,20.39,32.79,0,661,0
2291,19.42,30.47,47,429,0
2292,19.63,19.53,9.33,451.33,0
2293,21.23,25.2,23.67,513.67,0
2294,21.93,27.1,0,555,0
2295,19.6,19.5,14,450,0
2296,21.7,23.67,0,771,0
2297,19.89,35,0,500.5,0
2298,20.6,22.2,0,446.25,0
2299,20.5,22.7,0,657,0
2300,20.6,20.7,0,439,0
2301,20.89,35.4,433,684.67,1
2302,23,16.75,189,442.75,0
2303,21,23.79,0,447,0
2304,20.6,35.09,0,985.5,0
2305,19.7,36.59,0,501.33,0
2306,22.7,30.97,433,1338.75,1
2307,21,33.86,0,1507.33,0
2308,22.2,27.1,460,1124,1
2309,20.2,33,0,444,0
2310,19.39,27.13,17,424.25,0
2311,21.2,25.2,0,449,0
2312,21.6,28.02,464,912.5,1
2313,22.27,25.89,451,795,0
2314,20.15,30.55,0,708,0
2315,21,24.39,0,442.5,0
2316,21.79,29,454,893.33,1
2317,20.6,26.09,0,531,0
2318,20.15,21.25,0,446.5,0
2319,21.2,27.57,0,562,0
2320,20.5,19.75,0,431.5,0
2321,20.34,30.2,0,715,0
2322,20.39,32.59,0,668.33,0
2323,19.36,31.2,0,439,0
2324,19.39,27.6,0,431,0
2325,20.1,35.83,32.67,518.33,0
2326,22.5,28.29,513.5,1104,1
2327,19.6,38.29,0,502.5,0
2328,20.5,32.7,0,676,0
2329,21.75,28.79,384,641.75,0
2330,20.7,27,0,1206.5,0
2331,21.29,23.89,0,585.5,0
2332,21.5,20.6,0,758,0
2333,21,26.64,0,567,0
2334,22.1,39.12,433,2012.5,1
2335,22,21.05,469,880,1
2336,24.2,23.5,217,745.25,0
2337,22.7,28.92,484,576.25,1
2338,21.5,28.89,228.5,638,0
2339,20.7,22.39,0,454.75,0
2340,22.93,16.89,202,446.33,0
2341,21.5,27.18,576,1018,1
2342,21,25.03,0,577.33,0
2343,23.6,27.34,524.25,950,1
2344,20.34,33,0,483.67,0
2345,20.39,30.5,0,738,0
2346,23.29,25.79,586.5,898,1
2347,19.95,35.29,0,533.5,0
2348,21.39,32.29,433,1075,1
2349,23.36,27.13,571,557.33,1
2350,21.68,29.77,441,890.67,1
2351,21.65,21.2,433,819.5,1
2352,20.7,32.37,14,675.5,0
2353,20.75,26.89,0,1496,0
2354,23.75,26.2,754,1123,1
2355,19.89,30.5,0,721.33,0
2356,21.7,33.09,26.25,1136.5,0
2357,20,35.79,0,529,0
2358,22.89,27.6,432.75,1043.6,1
2359,22,25.54,505.5,942.75,1
2360,21.34,36.5,0,1408,0
